time,cl,ticker,current price,target_price,rsi
2021-07-27 15:52:25,buy,KRW-AERGO,176.0,172.0,20.038451207583705
2021-07-27 15:53:40,buy,KRW-POLY,271.0,268.0,26.55459615814391
2021-07-27 16:00:40,buy,KRW-WAXP,192.0,160.0,29.319245323471847
2021-07-27 16:25:49,sell,KRW-LOOM,75.5,77.2,28.06256314781693
2021-07-27 16:29:15,buy,KRW-LOOM,74.9,68.75,26.063425790422045
2021-07-27 17:43:31,sell,KRW-STEEM,474.0,484.0,27.91635296798414
2021-07-27 17:57:05,sell,KRW-LOOM,73.3,75.0,31.113363942019618
2021-07-27 18:37:45,sell,KRW-POLY,266.0,272.0,38.23776446188394
2021-07-27 20:55:49,buy,KRW-AXS,56000.0,45525.0,28.686398628647638
2021-07-27 21:27:54,sell,KRW-AXS,57790.0,56070.0,60.63257341678823
2021-07-27 21:43:31,sell,KRW-AERGO,182.0,176.0,56.33138351726706
2021-07-27 22:09:23,buy,KRW-SAND,802.0,754.0,29.030836262384057
2021-07-27 22:10:45,sell,KRW-STORJ,1095.0,1060.0,76.38333794916764
2021-07-27 22:15:19,buy,KRW-ZRX,842.0,825.0,28.368882092696595
2021-07-27 22:16:05,sell,KRW-SAND,785.0,803.0,24.189658879707835
2021-07-27 22:44:54,sell,KRW-POWR,224.0,217.0,64.42730740113312
2021-07-27 23:07:01,sell,KRW-ZRX,826.0,843.0,19.54199005984256
2021-07-27 23:07:15,buy,KRW-ARDR,183.0,181.0,22.545522797669932
2021-07-28 06:46:16,buy,KRW-BTG,52920.0,52055.0,25.27316532645837
2021-07-28 07:02:00,buy,KRW-KNC,1615.0,1612.5,23.734668738777316
2021-07-28 07:03:26,buy,KRW-BAT,654.0,638.0,28.492248444214127
2021-07-28 07:04:44,buy,KRW-ZRX,811.0,789.0,29.99413948228488
2021-07-28 07:10:08,buy,KRW-ARDR,183.0,176.5,21.384109393110847
2021-07-28 07:11:37,buy,KRW-CVC,311.0,259.0,23.947429706724563
2021-07-28 07:17:04,buy,KRW-ARDR,183.0,176.5,29.485887145250743
2021-07-28 07:18:32,buy,KRW-CVC,309.0,259.0,24.916967309591527
2021-07-28 07:20:01,buy,KRW-CVC,308.0,259.0,22.101123453346602
2021-07-28 07:50:08,sell,KRW-BTG,54760.0,53140.0,84.66351022778449
2021-07-28 07:51:21,sell,KRW-KNC,1670.0,1620.0,78.28384407680433
2021-07-28 08:01:36,buy,KRW-AXS,53680.0,46380.0,25.666306068246286
2021-07-28 08:03:46,buy,KRW-ENJ,1540.0,1515.0,26.68139952768088
2021-07-28 08:36:36,buy,KRW-NEO,38850.0,38310.0,29.30227541741928
2021-07-28 09:02:11,sell,KRW-AXS,52600.0,53700.0,25.479324755048154
2021-07-28 09:43:14,buy,KRW-TFUEL,382.0,371.5,29.214810643298605
2021-07-28 09:46:49,buy,KRW-DOT,16250.0,15995.0,29.62024733495619
2021-07-28 10:01:46,buy,KRW-ZIL,85.7,81.65,26.65563735771815
2021-07-28 10:03:30,buy,KRW-KNC,1610.0,1547.5,27.4043045232865
2021-07-28 10:05:14,buy,KRW-KNC,1605.0,1547.5,23.77500496199447
2021-07-28 10:06:57,buy,KRW-KNC,1605.0,1547.5,29.64290403663523
2021-07-28 10:38:52,buy,KRW-AXS,55180.0,43655.0,29.814328476843272
2021-07-28 10:43:21,buy,KRW-AXS,54500.0,43655.0,24.72351861749847
2021-07-28 10:47:52,buy,KRW-AXS,53960.0,43655.0,22.757824804358847
2021-07-28 11:14:24,sell,KRW-DOT,16770.0,16260.0,77.37775238114725
2021-07-28 12:01:34,buy,KRW-ETC,56810.0,55725.0,28.664907864285908
2021-07-28 12:01:37,buy,KRW-ETH,2649000.0,2561500.0,28.24960375269245
2021-07-28 12:01:40,buy,KRW-ETH,2645000.0,2561500.0,27.051399280428015
2021-07-28 12:01:43,buy,KRW-ETH,2647000.0,2561500.0,28.24960375269245
2021-07-28 12:01:46,buy,KRW-ETH,2646000.0,2561500.0,27.051399280428015
2021-07-28 12:01:49,buy,KRW-ETH,2648000.0,2561500.0,28.88941211223667
2021-07-28 12:01:52,buy,KRW-ETH,2649000.0,2561500.0,29.558873334550327
2021-07-28 12:02:44,buy,KRW-REP,30780.0,29495.0,27.063728921837892
2021-07-28 12:02:47,buy,KRW-ETH,2648000.0,2561500.0,27.983990248747432
2021-07-28 12:02:50,buy,KRW-ETH,2647000.0,2561500.0,27.34131555920233
2021-07-28 12:02:53,buy,KRW-ETH,2647000.0,2561500.0,27.983990248747432
2021-07-28 12:02:56,buy,KRW-ETH,2647000.0,2561500.0,27.983990248747432
2021-07-28 12:02:59,buy,KRW-ETH,2646000.0,2561500.0,27.34131555920233
2021-07-28 12:03:02,buy,KRW-ETH,2647000.0,2561500.0,27.3413136109246
2021-07-28 12:03:05,buy,KRW-ETH,2646000.0,2561500.0,27.3413136109246
2021-07-28 12:03:08,buy,KRW-ETH,2646000.0,2561500.0,27.3413136109246
2021-07-28 12:03:11,buy,KRW-ETH,2646000.0,2561500.0,27.3413136109246
2021-07-28 12:03:14,buy,KRW-ETH,2647000.0,2561500.0,27.3413136109246
2021-07-28 12:03:17,buy,KRW-ETH,2645000.0,2561500.0,27.3413136109246
2021-07-28 12:03:21,buy,KRW-ETH,2645000.0,2561500.0,26.68470408099097
2021-07-28 12:03:23,buy,KRW-ETH,2646000.0,2561500.0,26.68470408099097
2021-07-28 12:03:27,buy,KRW-ETH,2643000.0,2561500.0,24.891382870608
2021-07-28 12:03:30,buy,KRW-ETH,2644000.0,2561500.0,25.46176101614752
2021-07-28 12:03:33,buy,KRW-ETH,2642000.0,2561500.0,24.34599930787155
2021-07-28 12:03:36,buy,KRW-ETH,2641000.0,2561500.0,23.824002619507084
2021-07-28 12:03:39,buy,KRW-ETH,2641000.0,2561500.0,23.824002619507084
2021-07-28 12:18:53,buy,KRW-ZRX,818.0,792.0,23.594373771219338
2021-07-28 13:23:21,buy,KRW-LINK,22440.0,21330.0,29.99118703048775
2021-07-28 13:25:33,buy,KRW-OMG,4485.0,4412.5,27.512418704390413
2021-07-28 13:25:40,buy,KRW-LSK,3065.0,2960.0,29.45569301636661
2021-07-28 13:25:48,buy,KRW-GRS,785.0,767.0,28.993182832315654
2021-07-28 13:26:13,buy,KRW-ONT,805.0,783.5,29.965082314682036
2021-07-28 13:27:05,buy,KRW-MANA,794.0,777.5,29.45729934986457
2021-07-28 13:30:15,buy,KRW-LSK,3065.0,2960.0,29.455699528227896
2021-07-28 13:30:50,buy,KRW-ZRX,812.0,811.5,23.577203112761993
2021-07-28 13:36:36,buy,KRW-STPT,52.2,51.64999999999999,27.008573203201706
2021-07-28 13:52:51,buy,KRW-GRS,780.0,767.0,26.32146073481205
2021-07-28 14:54:20,sell,KRW-ZIL,89.2,85.7,83.46868512953026
2021-07-28 14:55:24,buy,KRW-STORJ,1220.0,1077.5,24.64285643796123
2021-07-28 14:56:13,buy,KRW-GAS,9975.0,8392.5,23.755213193539007
2021-07-28 14:59:55,buy,KRW-REP,30700.0,29190.0,28.597946104218067
2021-07-28 15:23:54,sell,KRW-STORJ,1200.0,1225.0,37.206696361731105
2021-07-28 15:23:56,buy,KRW-ETH,2650000.0,2563500.0,29.804569722444853
2021-07-28 15:24:33,buy,KRW-QTUM,7490.0,7247.5,26.589621816684215
2021-07-28 15:24:49,buy,KRW-BTG,53860.0,51440.0,22.596958369188897
2021-07-28 15:24:59,buy,KRW-TRX,69.9,68.80000000000001,24.14265274444341
2021-07-28 15:25:11,buy,KRW-BCH,576600.0,553950.0,26.458347932688582
2021-07-28 15:25:28,buy,KRW-ONG,876.0,839.5,28.928836334077857
2021-07-28 15:26:58,buy,KRW-JST,51.9,50.64999999999999,29.705871294309546
2021-07-28 15:27:22,buy,KRW-DOT,16380.0,15870.0,29.783897397338237
2021-07-28 15:29:20,buy,KRW-BTG,53690.0,51440.0,17.825118841060473
2021-07-28 15:29:30,buy,KRW-TRX,69.8,68.80000000000001,24.142629232895473
2021-07-28 15:31:27,buy,KRW-JST,51.9,50.64999999999999,29.705863023789846
2021-07-28 15:44:08,sell,KRW-LINK,22000.0,22480.0,23.293415235637724
2021-07-28 15:44:40,buy,KRW-MTL,1945.0,1890.0,29.874586341816908
2021-07-28 15:44:43,buy,KRW-LTC,154000.0,149875.0,25.37327979855361
2021-07-28 15:44:44,buy,KRW-XRP,735.0,731.0,21.30797411563036
2021-07-28 15:44:46,buy,KRW-SNT,77.6,76.0,28.098031614031825
2021-07-28 15:44:48,buy,KRW-WAVES,17130.0,17120.0,29.594987717316613
2021-07-28 15:44:51,buy,KRW-QTUM,7420.0,7247.5,24.222991622431735
2021-07-28 15:44:58,buy,KRW-STORJ,1185.0,1072.5,27.933712780436892
2021-07-28 15:45:04,buy,KRW-SBD,7575.0,7485.0,26.555522703313656
2021-07-28 15:45:16,buy,KRW-EOS,4290.0,4275.0,29.30714023534246
2021-07-28 15:45:23,buy,KRW-ZIL,87.3,84.4,25.842734209687038
2021-07-28 15:45:29,buy,KRW-BCH,571400.0,553950.0,27.041006834388497
2021-07-28 15:45:33,buy,KRW-IOST,26.2,26.099999999999998,26.181799810421168
2021-07-28 15:47:17,buy,KRW-JST,51.4,50.64999999999999,22.923851247607672
2021-07-28 15:47:26,buy,KRW-TON,7355.0,7270.0,22.43637041513874
2021-07-28 15:47:53,buy,KRW-STRAX,1930.0,1912.5,26.022294467015257
2021-07-28 15:47:57,buy,KRW-BCHA,32680.0,31500.0,25.69976655907047
2021-07-28 15:48:39,buy,KRW-PUNDIX,1385.0,1310.0,27.9369617257734
2021-07-28 15:48:44,sell,KRW-REP,30100.0,30730.0,25.787754913973018
2021-07-28 15:50:00,buy,KRW-BCH,571100.0,553950.0,29.51042649831173
2021-07-28 15:51:47,buy,KRW-JST,51.4,50.64999999999999,27.869304583416366
2021-07-28 15:52:23,buy,KRW-STRAX,1920.0,1912.5,25.611562440660933
2021-07-28 15:52:27,buy,KRW-BCHA,32660.0,31500.0,25.218495141327836
2021-07-28 15:59:16,buy,KRW-KNC,1620.0,1587.5,27.28846383151651
2021-07-28 16:05:59,sell,KRW-GRS,813.0,781.0,81.72845570944192
2021-07-28 16:19:00,buy,KRW-BCHA,32150.0,31395.0,24.030331078346606
2021-07-28 16:39:01,buy,KRW-ELF,315.0,241.5,29.396902376588883
2021-07-28 16:44:10,sell,KRW-ELF,309.0,316.0,25.52879031826663
2021-07-28 16:47:51,buy,KRW-ELF,307.0,241.5,29.987061416241957
2021-07-28 16:56:51,buy,KRW-THETA,6965.0,6512.5,27.773428726569534
2021-07-28 16:57:07,buy,KRW-ANKR,96.6,85.44999999999999,25.064521187686935
2021-07-28 16:58:47,buy,KRW-GLM,417.0,403.5,29.45429443597071
2021-07-28 17:31:37,buy,KRW-BCH,590000.0,561250.0,29.124322380215872
2021-07-28 17:35:17,buy,KRW-LTC,158450.0,151075.0,27.17152265451412
2021-07-28 17:37:56,buy,KRW-SXP,2025.0,2022.5,28.945979227852945
2021-07-28 17:41:11,buy,KRW-ATOM,13470.0,13310.0,28.143147013104212
2021-07-28 17:41:27,buy,KRW-HBAR,230.0,218.0,29.242229360525513
2021-07-28 17:41:55,buy,KRW-HIVE,388.0,387.0,27.869476169975798
2021-07-28 17:42:00,buy,KRW-LINK,22290.0,21735.0,25.795156831199833
2021-07-28 17:42:33,buy,KRW-DOT,16530.0,16130.0,28.00185233652573
2021-07-28 21:56:02,sell,KRW-THETA,6770.0,6965.0,31.59799700941879
2021-07-28 21:56:07,sell,KRW-ELF,276.0,308.0,31.408378375268043
2021-07-28 22:34:19,sell,KRW-ENJ,1515.0,1550.0,39.26647872059997
2021-07-28 22:46:23,sell,KRW-BCH,578700.0,590800.0,32.01902132778302
2021-07-28 22:47:42,buy,KRW-GLM,410.0,400.5,23.263606097660215
2021-07-28 22:49:01,buy,KRW-XRP,812.0,748.5,29.65423113146781
2021-07-28 22:58:52,sell,KRW-TFUEL,375.0,383.0,31.46728936659852
2021-07-28 23:31:13,buy,KRW-STMX,22.0,21.849999999999998,29.05605466071583
2021-07-29 02:28:04,buy,KRW-WAVES,18210.0,17290.0,28.334788246174767
2021-07-29 02:28:33,buy,KRW-TRX,70.0,68.7,25.550738754991542
2021-07-29 02:28:37,buy,KRW-ONT,806.0,800.0,28.55133096224776
2021-07-29 02:29:04,buy,KRW-GAS,9585.0,9145.0,29.77368809484635
2021-07-29 02:29:08,buy,KRW-ELF,272.0,249.5,28.97140062976692
2021-07-29 02:30:03,buy,KRW-VET,95.0,94.4,27.178402628473137
2021-07-29 02:30:26,buy,KRW-XTZ,3270.0,3245.0,21.412351251862646
2021-07-29 02:32:32,buy,KRW-QTUM,7575.0,7355.0,22.49540322459211
2021-07-29 02:32:57,buy,KRW-EOS,4510.0,4297.5,29.553130402929483
2021-07-29 02:34:26,buy,KRW-VET,94.6,94.4,22.537654373987507
2021-07-29 02:35:19,buy,KRW-DOT,16590.0,16155.0,25.35537056739207
2021-07-29 02:35:53,buy,KRW-CBK,3870.0,3822.5,27.86892650504153
2021-07-29 02:52:05,sell,KRW-LSK,3005.0,3070.0,28.781858330377673
2021-07-29 02:52:25,sell,KRW-KNC,1590.0,1625.0,32.445655028089746
2021-07-29 02:52:36,buy,KRW-SNT,80.7,77.45,27.870569354863804
2021-07-29 02:53:19,sell,KRW-STMX,21.5,22.0,32.18009451423967
2021-07-29 02:54:30,buy,KRW-ORBS,79.9,79.15,25.345396605540273
2021-07-29 03:01:43,buy,KRW-ICX,975.0,974.5,25.536933444806422
2021-07-29 04:29:56,buy,KRW-XTZ,3230.0,3220.0,29.566743566213106
2021-07-29 05:11:52,sell,KRW-SNT,84.4,80.7,85.9130035260192
2021-07-29 07:10:49,sell,KRW-ICX,1020.0,978.0,64.03927205486487
2021-07-29 07:46:36,buy,KRW-EOS,4510.0,4350.0,26.731156655552113
2021-07-29 07:48:58,buy,KRW-DOT,16710.0,16690.0,26.401910652701957
2021-07-29 07:51:00,buy,KRW-TRX,69.9,69.65,24.97924874522478
2021-07-29 07:51:11,buy,KRW-BCH,586300.0,582750.0,22.605344477344616
2021-07-29 08:44:28,sell,KRW-ORBS,84.1,80.2,80.2280941072443
2021-07-29 08:53:14,sell,KRW-XRP,847.0,813.0,76.8426987055131
2021-07-29 09:21:40,sell,KRW-WAVES,17850.0,18230.0,36.61831922219186
2021-07-29 09:36:57,sell,KRW-ATOM,13220.0,13500.0,32.85660827505235
2021-07-29 10:00:12,sell,KRW-EOS,4420.0,4515.0,26.431266334718643
2021-07-29 10:00:55,buy,KRW-SNT,80.4,79.05000000000001,27.31457408018005
2021-07-29 10:01:24,buy,KRW-EOS,4420.0,4405.0,29.469446164245312
2021-07-29 10:22:56,buy,KRW-XRP,812.0,750.0,29.67045473317455
2021-07-29 10:25:21,sell,KRW-GLM,402.0,411.0,39.3921401458415
2021-07-29 10:30:01,sell,KRW-XTZ,3175.0,3240.8083,36.33230218540558
2021-07-29 10:45:27,sell,KRW-QTUM,7435.0,7600.0,35.95970084846704
2021-07-29 10:57:56,sell,KRW-STPT,54.6,52.3827,78.97554710239834
2021-07-29 11:57:13,buy,KRW-BCH,584200.0,581500.0,29.901742954206654
2021-07-29 12:01:03,buy,KRW-WAVES,17720.0,17265.0,29.693758694783796
2021-07-29 14:07:06,buy,KRW-STMX,23.8,21.45,26.494037410897647
2021-07-29 15:23:27,sell,KRW-SNT,83.9,80.5,79.00988918639729
2021-07-29 16:11:10,sell,KRW-MTL,2035.0,1955.0,69.57995003364522
2021-07-29 18:35:58,buy,KRW-BSV,159450.0,158375.0,28.90203642696173
2021-07-29 18:46:27,buy,KRW-HUNT,400.0,329.5,25.650409989109903
2021-07-29 18:48:47,buy,KRW-LOOM,85.7,72.04999999999998,29.158923831630545
2021-07-29 18:49:54,sell,KRW-BAT,681.0,654.0,70.69573444432885
2021-07-29 19:04:17,buy,KRW-SRM,3885.0,3800.0,28.475023964080236
2021-07-29 19:05:43,sell,KRW-LOOM,83.8,85.9,26.509567788674758
2021-07-29 19:30:05,buy,KRW-DKA,122.0,116.0,27.81734509792507
2021-07-29 20:38:07,buy,KRW-LSK,3190.0,3080.0,27.75346797506026
2021-07-29 20:39:07,buy,KRW-KNC,1705.0,1645.0,29.368249944129445
2021-07-29 20:41:12,buy,KRW-SSX,54.6,51.099999999999994,25.030722158052356
2021-07-29 20:43:39,buy,KRW-QKC,19.8,18.299999999999997,24.399068497747763
2021-07-29 20:43:52,buy,KRW-ENJ,1615.0,1542.5,21.93922068661695
2021-07-29 20:44:43,buy,KRW-KAVA,6200.0,6112.5,27.45330779824839
2021-07-29 20:44:56,buy,KRW-JST,53.6,51.449999999999996,28.558913336568494
2021-07-29 20:45:05,buy,KRW-TON,7760.0,7392.5,28.868215534223566
2021-07-29 20:45:38,buy,KRW-SSX,54.3,51.099999999999994,27.202719954159548
2021-07-29 20:46:58,buy,KRW-STEEM,521.0,490.5,26.146642611996597
2021-07-29 20:47:56,buy,KRW-KNC,1685.0,1645.0,28.54783607291671
2021-07-29 20:48:17,buy,KRW-ENJ,1605.0,1542.5,22.217794129344767
2021-07-29 20:48:40,sell,KRW-HUNT,392.0,401.0,29.7655456618199
2021-07-29 20:48:43,buy,KRW-MED,56.5,53.05,28.232493470718126
2021-07-29 20:48:48,buy,KRW-MLK,1165.0,1122.5,27.360422606021046
2021-07-29 20:48:52,buy,KRW-ORBS,84.4,80.0,27.74900810651262
2021-07-29 20:49:23,buy,KRW-JST,53.4,51.449999999999996,27.180274537023692
2021-07-29 20:49:51,sell,KRW-DKA,120.0,123.0,44.0443015124358
2021-07-29 20:54:21,buy,KRW-SSX,53.8,51.099999999999994,26.90484267161864
2021-07-29 21:01:17,sell,KRW-STMX,23.4,23.9,36.01714685851764
2021-07-29 21:02:22,buy,KRW-TON,7645.0,7325.0,28.380430582657738
2021-07-29 21:03:10,buy,KRW-CBK,4280.0,3892.5,29.604523369148396
2021-07-29 21:03:30,buy,KRW-PUNDIX,1395.0,1357.5,25.547745131173656
2021-07-29 21:04:11,buy,KRW-SNT,82.7,82.0,24.748756275997437
2021-07-29 21:05:09,buy,KRW-UPP,184.0,179.0,26.128478270041242
2021-07-29 21:06:17,buy,KRW-DKA,118.0,114.0,24.000465447105412
2021-07-29 21:06:54,buy,KRW-DOT,16860.0,16685.0,29.249823119013584
2021-07-29 21:07:27,sell,KRW-LSK,3115.0,3185.0,24.562134216400295
2021-07-29 21:07:57,sell,KRW-SNT,80.8,82.7,11.063057452072798
2021-07-29 21:11:54,sell,KRW-BSV,156950.0,160199.9953,37.97642647112441
2021-07-29 21:13:15,buy,KRW-LOOM,82.5,71.5,29.886293567840767
2021-07-29 21:14:50,buy,KRW-HIVE,543.0,395.5,29.92171585345156
2021-07-29 21:48:44,buy,KRW-STPT,58.6,52.099999999999994,25.024748001079857
2021-07-29 22:24:30,sell,KRW-CBK,4465.0,4280.0,65.16267851155237
2021-07-29 23:15:17,sell,KRW-STPT,57.4,58.6,33.68713019903274
2021-07-29 23:17:56,buy,KRW-STPT,57.1,52.55,29.876261388453187
2021-07-29 23:20:41,buy,KRW-SBD,7725.0,7572.5,29.502598075677696
2021-07-29 23:20:58,buy,KRW-ZIL,89.1,85.85,26.735492247111097
2021-07-29 23:21:01,buy,KRW-ZRX,853.0,825.0,29.4334409442407
2021-07-29 23:21:51,buy,KRW-MANA,796.0,793.5,29.060521807726573
2021-07-29 23:23:21,buy,KRW-STRAX,1940.0,1932.5,27.56491266750089
2021-07-29 23:24:44,buy,KRW-SNT,83.0,82.55000000000001,28.66501781405391
2021-07-29 23:27:36,buy,KRW-STRAX,1940.0,1932.5,27.564899312242375
2021-07-29 23:29:28,buy,KRW-ZIL,89.3,85.85,27.776512603004704
2021-07-29 23:44:37,sell,KRW-NEO,40390.0,38830.0,74.01842343407611
2021-07-29 23:57:24,sell,KRW-QKC,20.6,19.8,65.66470653901399
2021-07-30 00:05:01,sell,KRW-SRM,4055.0,3890.0,69.72755602781231
2021-07-30 00:15:03,buy,KRW-ICX,1055.0,1016.0,26.63858142825562
2021-07-30 00:16:39,sell,KRW-LOOM,87.0,82.8,73.42858742200175
2021-07-30 00:32:35,sell,KRW-STPT,61.0,57.1,90.05379786890644
2021-07-30 00:35:36,sell,KRW-ORBS,88.8,84.5,85.4817222952812
2021-07-30 00:38:12,buy,KRW-AHT,10.2,9.564999999999998,19.8439121281301
2021-07-30 00:40:04,sell,KRW-TON,7975.0,7640.0,82.67612816154673
2021-07-30 00:46:43,buy,KRW-HIVE,530.0,397.0,27.807301766293023
2021-07-30 00:51:26,sell,KRW-HIVE,563.0,530.0,56.0290056172933
2021-07-30 00:58:11,sell,KRW-SSX,56.3,53.8,67.43066484788615
2021-07-30 01:01:25,sell,KRW-MED,59.0,56.6,67.01503662136817
2021-07-30 01:03:20,sell,KRW-SNT,86.6,83.1,73.31374352609583
2021-07-30 01:08:55,sell,KRW-BCH,613000.0,585500.0,77.64429722850161
